ID,type,text
6070,commonWords,seemed
8598,adverbs,seemingly
3936,commonWords,seems
3477,commonWords,seen
19401,word_clues,seen: spotted | observed | witnessed | exposed
19402,word_clues,seep: ooze | flow slowly | exude | trickle
15402,personalNouns,seer
19403,word_clues,seer: tarot card reader | soothsayer | clairvoyant
19404,word_clues,sees: understands | views | witnesses
7225,commonWords,segment
24565,adjs,segregated
20860,word_clues,segue: effortless transition | smooth transition | transition | smooth move | musical transition
20861,word_clues,seize: confiscate | capture | appropriate | take by force | snatch
15403,personalNouns,seizer
1802,nouns,seizure
8599,adverbs,seldom
22619,word_clues,seldom: not often | hardly ever | rarely | scarcely | infrequent
2898,commonWords,select
22620,word_clues,select: choose | make a choice | pick | prime | high-quality
3837,commonWords,selected
27749,resume_action_words,selected
3521,commonWords,selection
15404,personalNouns,selector
3142,commonWords,self
15405,personalNouns,self
1803,nouns,self-confidence
1804,nouns,self-control
15406,personalNouns,self-defense
1805,nouns,self-respect
15407,personalNouns,self-seeker
24566,adjs,self-taught
19405,word_clues,self: individual | ego
8600,adverbs,selfishly
3009,commonWords,sell
7633,ergative_verbs,sell
534201,irregular_verbs,"sell, sold, sold"
19406,word_clues,sell: hawk | pitch | peddle | convince
3052,commonWords,seller
15408,personalNouns,seller
22621,word_clues,seller: merchant | market participant | retail merchant | vendor
3585,commonWords,sellers
4295,commonWords,selling
6674,commonWords,semester
6695,commonWords,semi
24567,adjs,semiautomatic
1806,nouns,semicolon
1807,nouns,semiconductor
1808,nouns,semifinal
6262,commonWords,seminar
7443,commonWords,seminars
4790,commonWords,senate
1809,nouns,senator
7001,commonWords,senator
2678,commonWords,send
534202,irregular_verbs,"send, sent, sent"
19407,word_clues,send: e-mail command | dispatch | transmit | put in the mail
15409,personalNouns,sender
22622,word_clues,sender: transmitter | mail source | originator
1810,nouns,sending
6055,commonWords,sending
26732,compounds,sendoff | send | off
22623,word_clues,senile: dotty | doddering | addled by age | deteriorating from old age | softheaded
3890,commonWords,senior
15410,personalNouns,senior
24568,adjs,senior
22624,word_clues,senior: oldest | highest ranking | higher in rank | graduate to be
15411,personalNouns,sensationalist
4013,commonWords,sense
20862,word_clues,sense: feeling | perceive | pick up on | good judgment | brains | impression
24569,adjs,sensed
22625,word_clues,senses: picks up | has a hunch | detects | feels | intuits
6271,commonWords,sensitive
7320,commonWords,sensor
22626,word_clues,sensor: motion detector | a device that measures physical properties | detector | converts physical stimuli to electronic input
15412,personalNouns,sensualist
3612,commonWords,sent
7162,commonWords,sentence
15413,personalNouns,sentient
24570,adjs,sentient
15414,personalNouns,sentimentalist
15415,personalNouns,sentinel
22627,word_clues,sentry: guard | military guard | lookout
3188,commonWords,sep
821,infinitive_verbs,separate
4673,commonWords,separate
7634,ergative_verbs,separate
8207,general_verbs,separate | separate
8601,adverbs,separately
15416,personalNouns,separatist
15417,personalNouns,separator
20863,word_clues,sepia: photo finish | brown shade | old photo tint | brown pigment
2939,commonWords,september
22628,word_clues,septic: kind of tank | infected | infected with bacteria
22629,word_clues,septum: nasal divider | nose feature | nose part
22630,word_clues,sequel: film follower | second film | continuation of a story
15418,personalNouns,sequela
4705,commonWords,sequence
15419,personalNouns,sequester
22631,word_clues,sequin: gown feature | spangle | dress sparkler | fashion bling
311,strong_words,serendipity
22632,word_clues,serene: still | unruffled | calm | composed | tranquil | peaceful | collected | unperturbed
1811,nouns,serenity
19408,word_clues,serf: lowly laborer | drudge | feudal worker | vassal | slave
5384,commonWords,serial
22633,word_clues,serial: ongoing drama | ongoing story | episodic show
2920,commonWords,series
22634,word_clues,series: set | one thing after another | string of things
20864,word_clues,serif: font embellishment | letter flourish | font flourish | font feature | calligraphy detail
4552,commonWords,serious
7032,commonWords,seriously
8602,adverbs,seriously
1812,nouns,seriousness
15420,personalNouns,sermonizer
15421,personalNouns,serpent
15422,personalNouns,servant
822,infinitive_verbs,serve
4647,commonWords,serve
8208,general_verbs,serve | served
20865,word_clues,serve: dish out | assist | wait on | start a tennis match | volleyball opener
4889,commonWords,served
2951,commonWords,server
15423,personalNouns,server
4498,commonWords,servers
7094,commonWords,serves
22635,word_clues,serves: starts a tennis point | performs a duty | gives food to someone
2542,commonWords,service
15424,personalNouns,service
2536,commonWords,services
5098,commonWords,serving
1813,nouns,servitude
20866,word_clues,servo: electronic control system | motor control
1814,nouns,sesame
22636,word_clues,sesame: oil source | seedy bagel choice | tahini ingredient
3943,commonWords,session
5949,commonWords,sessions
2634,commonWords,set
534203,irregular_verbs,"set, set, set"
26733,compounds,setback | set | back
4066,commonWords,sets
19409,word_clues,sets: complete collections | hardens | stage scenery
15425,personalNouns,setter
22637,word_clues,setter: canine category | volleyball position | breed of dog
4220,commonWords,setting
4389,commonWords,settings
823,infinitive_verbs,settle
8209,general_verbs,settle | settled
22638,word_clues,settle: come to terms | quiet | reach an agreement out of court | resolve | come to rest
6520,commonWords,settlement
15426,personalNouns,settler
15427,personalNouns,settling
1815,nouns,setup
5696,commonWords,setup
20867,word_clues,setup: trap | scheme | establish | assemble | arrangement
4300,commonWords,seven
20868,word_clues,seven: evening hour | less than ten | vii
15428,personalNouns,seventeenth
20869,word_clues,sever: cut off | break off | divide | split apart | cleave | partition | disconnect
3184,commonWords,several
6409,commonWords,severe
534204,irregular_verbs,"sew, sewed, sewn"
22639,word_clues,sewage: human waste | treatment plant fodder | septic contents | underground waste
15429,personalNouns,sewer
20870,word_clues,sewer: storm drain | drainage system | underground conduit
1816,nouns,sewing
2627,commonWords,sex
6267,commonWords,sexcam
24571,adjs,sexier
5441,commonWords,sexo
22640,word_clues,sextet: group of six | two trios | musical combo
8828,pairs,sextile | textile
4832,commonWords,sexual
3892,commonWords,sexy
6242,commonWords,sf
22641,word_clues,shabby: inferior | threadbare | unkempt | dilapidated | neglected
20871,word_clues,shack: crude shelter | crude dwelling | hovel | crude cabin | humble abode
824,infinitive_verbs,shade
8210,general_verbs,shade | shaded
20872,word_clues,shade: hue | window covering | ghost | color lightly | beach umbrella offering
22642,word_clues,shades: window covers | gradations of colors | hues | cool sunglasses
6950,commonWords,shadow
15430,personalNouns,shadow
22643,word_clues,shadow: outline cast by the sun | follow secretively | silhouette
24572,adjs,shadowy
20873,word_clues,shaft: elevator tube | mine passage | golf club part
19410,word_clues,shag: thick carpet | rug texture | chase fly balls
22644,word_clues,shaggy: scruffy | hairy | unkempt
7635,ergative_verbs,shake
534205,irregular_verbs,"shake, shook, shaken"
20874,word_clues,shake: agitate | fountain treat | ice cream treat | lose a tail | tremble
26734,compounds,shakedown | shake | down
24573,adjs,shaken
24574,adjs,shaker
26735,compounds,shakeup | shake | up
8603,adverbs,shakily
2831,commonWords,shall
534206,irregular_verbs,"shall, should, (none)"
20875,word_clues,shall: intend to | will | am going to
19411,word_clues,sham: con | pretense | fake | counterfeit | deception
22645,word_clues,shaman: tribal healer | medicine man | tribal magician | tribal mystic
27912,interjections,shame
20876,word_clues,shame: humiliate | embarrass | disgrace | ignominy | dishonor
24575,adjs,shameless
15431,personalNouns,shamer
15432,personalNouns,shammer
5457,commonWords,shape
20877,word_clues,shape: condition | outline | figure | mold | physical condition | circle or square | form | contour
24576,adjs,shaped
15433,personalNouns,shaper
20878,word_clues,shard: archaeological find | fragment | glass fragment | pottery fragment
825,infinitive_verbs,share
3105,commonWords,share
8211,general_verbs,share | shared
20879,word_clues,share: stock unit | portion | allotment | slice | helping | spread around | be generous
26736,compounds,sharecropper | share | cropper
5007,commonWords,shared
15434,personalNouns,shareholder
26737,compounds,shareholder | share | holder
15435,personalNouns,sharer
5275,commonWords,shares
22646,word_clues,shares: stock units | has in common | stock holdings | lets others use something
7128,commonWords,shareware
5075,commonWords,sharing
15436,personalNouns,shark
20880,word_clues,shark: ocean predator | unscrupulous lender | great white | toothy swimmer
22647,word_clues,sharks: ocean predators | predatory types | great whites
26738,compounds,sharkskin | shark | skin
5536,commonWords,sharp
15437,personalNouns,sharper
8604,adverbs,sharply
1817,nouns,sharpness
26739,compounds,sharpshooter | sharp | shooter
7636,ergative_verbs,shatter
826,infinitive_verbs,shave
8212,general_verbs,shave | shaved
534207,irregular_verbs,"shave, shove, shaven"
20881,word_clues,shave: trim | barbershop service | eliminate stubble | remove a mustache
6816,commonWords,shaved
15438,personalNouns,shaver
1818,nouns,shaving
20882,word_clues,shawl: wrap | shoulder warmer | shoulder covering | crocheted item | sleeveless shoulder wrap | knitted wrap
2615,commonWords,she
23823,personal_pronouns,she | t | f | s
534208,irregular_verbs,"shear, shore, shorn"
20883,word_clues,shear: cut | clip | give a buzz | remove wool from
15439,personalNouns,shearer
22648,word_clues,sheath: case | knife holder | dagger case | sword holder | scabbard | protective case
534209,irregular_verbs,"shed, shed, shed"
15440,personalNouns,shedder
20884,word_clues,sheep: wool source | followers | sleeping aid
26740,compounds,sheepdog | sheep | dog
8605,adverbs,sheepishly
26741,compounds,sheepskin | sheep | skin
20885,word_clues,sheer: unclimbable slope | diaphanous | thin fabric
4298,commonWords,sheet
20886,word_clues,sheet: bed cover | piece of paper | bedding item | mattress covering
6212,commonWords,sheets
20887,word_clues,shelf: storage space | bookcase part | cupboard feature
6061,commonWords,shell
20888,word_clues,shell: type of pasta | beach find | oyster refuse | taco holder
15441,personalNouns,sheller
26742,compounds,shellfish | shell | fish
22649,word_clues,shells: type of pasta | beach finds | oyster refuse | taco holders
827,infinitive_verbs,shelter
15442,personalNouns,shelter
8213,general_verbs,shelter | sheltered
5093,commonWords,shemale
15443,personalNouns,shepherd
15444,personalNouns,shepherdess
27913,interjections,shh
15445,personalNouns,shield
22650,word_clues,shield: guard | protect | safeguard | gladiator gear | sword defense
6156,commonWords,shift
7637,ergative_verbs,shift
20889,word_clues,shift: keyboard key | work period | move slightly | change gears
15446,personalNouns,shifter
22651,word_clues,shifty: sly | devious | not trustworthy
7638,ergative_verbs,shine
534210,irregular_verbs,"shine, shone, shone"
20890,word_clues,shine: buff | sparkle | glow | twinkle | give off light
15447,personalNouns,shingler
24577,adjs,shiny
3793,commonWords,ship
19412,word_clues,ship: watercraft | transport | mail away | deliver | ocean vessel
26743,compounds,shipboard | ship | board
26744,compounds,shipbuilding | ship | building
26745,compounds,shipmate | ship | mate
6588,commonWords,shipped
24578,adjs,shipped
15448,personalNouns,shipper
2702,commonWords,shipping
3906,commonWords,ships
26746,compounds,shipshape | ship | shape
26747,compounds,shipwreck | ship | wreck
15449,personalNouns,shipwright
26748,compounds,shipyard | ship | yard
15450,personalNouns,shirk
15451,personalNouns,shirker
4449,commonWords,shirt
20891,word_clues,shirt: top | polo or tee | collared garment
4758,commonWords,shirts
7238,commonWords,shit
828,infinitive_verbs,shiver
8214,general_verbs,shiver | shivered
22652,word_clues,shiver: quake | small shake | shake a bit | cold spasm
24579,adjs,shivering
20892,word_clues,shoal: snorkeling site | sand bar | sandbank | navigation hazard | river hazard | school of fish
829,infinitive_verbs,shock
7047,commonWords,shock
8215,general_verbs,shock | shocked
